Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2008","2008","tonnes","185665","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2009","2009","tonnes","202554","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2010","2010","tonnes","189537","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2011","2011","tonnes","188745","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2012","2012","tonnes","214201","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2013","2013","tonnes","213244","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2014","2014","tonnes","215725","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2015","2015","tonnes","220186","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2016","2016","tonnes","234384","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2017","2017","tonnes","234384","F","FAO estimate"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2018","2018","tonnes","234384","F","FAO estimate"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1320","Herbicides","2019","2019","tonnes","234384","F","FAO estimate"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1990","1990","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1991","1991","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1992","1992","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1993","1993","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1994","1994","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1995","1995","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1996","1996","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1997","1997","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1998","1998","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1999","1999","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2000","2000","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2001","2001","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2002","2002","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2003","2003","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2004","2004","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2005","2005","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2006","2006","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2007","2007","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2008","2008","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2009","2009","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2010","2010","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2011","2011","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2012","2012","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2013","2013","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2014","2014","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2015","2015","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2016","2016","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2017","2017","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2018","2018","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","2019","2019","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1990","1990","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1991","1991","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1992","1992","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1993","1993","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1994","1994","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1995","1995","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1996","1996","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1997","1997","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1998","1998","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","1999","1999","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2000","2000","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2001","2001","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2002","2002","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2003","2003","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2004","2004","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2005","2005","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2006","2006","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2007","2007","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2008","2008","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2009","2009","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2010","2010","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2011","2011","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2012","2012","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2013","2013","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2014","2014","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2015","2015","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2016","2016","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2017","2017","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2018","2018","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1322","Herbicides – Triazines","2019","2019","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1990","1990","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1991","1991","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1992","1992","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1993","1993","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1994","1994","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1995","1995","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1996","1996","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1997","1997","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1998","1998","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","1999","1999","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2000","2000","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2001","2001","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2002","2002","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2003","2003","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2004","2004","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2005","2005","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2006","2006","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2007","2007","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2008","2008","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2009","2009","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2010","2010","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2011","2011","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1323","Herbicides – Amides","2012","2012","","","",""
