Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2003","2003","tonnes","34049","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2004","2004","tonnes","43192","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2005","2005","tonnes","43763","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2006","2006","tonnes","45435","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2007","2007","tonnes","57421","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2008","2008","tonnes","65642","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2009","2009","tonnes","61180","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2010","2010","tonnes","66471","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2011","2011","tonnes","60614","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2012","2012","tonnes","57170","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2013","2013","tonnes","70424","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2014","2014","tonnes","77043","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2015","2015","tonnes","71663","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2016","2016","tonnes","60607","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2017","2017","tonnes","60607","F","FAO estimate"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2018","2018","tonnes","60607","F","FAO estimate"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1309","Insecticides","2019","2019","tonnes","60607","F","FAO estimate"
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1990","1990","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1991","1991","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1992","1992","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1993","1993","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1994","1994","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1995","1995","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1996","1996","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1997","1997","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1998","1998","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","1999","1999","","","",""
"RP","Pesticides Use","076","Brazil","5157","Agricultural Use","1310","Insecticides – Chlorinated Hydrocarbons","2000","2000","","","",""
