Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","21","Brazil","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","2018","2018","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","2019","2019","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","2020","2020","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2000","2000","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2001","2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2002","2002","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2003","2003","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2004","2004","per 100 square km of land area","0","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2005","2005","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2006","2006","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2007","2007","per 100 square km of land area","0.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2008","2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2009","2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2019","2019","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2020","2020","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2000","2000","I$","11600.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2001","2001","I$","11602.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2002","2002","I$","11800.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2003","2003","I$","11786.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2004","2004","I$","12316.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2005","2005","I$","12565.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2006","2006","I$","12922.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2007","2007","I$","13565","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","14115","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2009","2009","I$","13962.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2010","2010","I$","14873.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2011","2011","I$","15323.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2012","2012","I$","15478.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2013","2013","I$","15805.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2014","2014","I$","15749.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2015","2015","I$","15064.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2016","2016","I$","14451.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2017","2017","I$","14524.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","14668.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2019","2019","I$","14763.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2020","2020","I$","14064","X","International reliable sources",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2000","2000","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2001","2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","9.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2002","2002","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","7.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2003","2003","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","6.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2004","2004","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","6.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2005","2005","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","6.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2006","2006","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2007","2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2008","2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2009","2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2010","2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","3.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2011","2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","3.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2012","2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","2.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2013","2013","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","2.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2014","2014","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2015","2015","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2016","2016","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2017","2017","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2018","2018","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2019","2019","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","2020","2020","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","","","","",""
"FS","Suite of Food Security Indicators","21","Brazil","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","20112012","2011-2012","","","","",""
