Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7003","March","%","4.035798","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7003","March","%","-1.633442","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7003","March","%","6.725139","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7003","March","%","4.878097","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7003","March","%","13.86037","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7004","April","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7004","April","%","7.265185","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7004","April","%","6.908191","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7004","April","%","25.431257","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7004","April","%","2.361595","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7004","April","%","5.139019","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7004","April","%","-1.040495","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7004","April","%","4.630237","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7004","April","%","12.620245","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7004","April","%","8.041985","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7004","April","%","6.941614","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7004","April","%","7.825672","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7004","April","%","6.228479","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7004","April","%","13.997196","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7004","April","%","7.377392","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7004","April","%","7.949855","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7004","April","%","13.383848","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7004","April","%","3.510827","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7004","April","%","-2.112575","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7004","April","%","7.300894","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7004","April","%","6.094043","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7004","April","%","12.304589","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7005","May","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7005","May","%","8.615039","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7005","May","%","5.664815","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7005","May","%","26.970288","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7005","May","%","1.955157","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7005","May","%","5.579123","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7005","May","%","-1.70932","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7005","May","%","4.829499","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7005","May","%","14.632884","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7005","May","%","6.44138","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7005","May","%","6.771342","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7005","May","%","8.202069","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7005","May","%","6.334286","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7005","May","%","13.521891","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7005","May","%","7.666388","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7005","May","%","8.797671","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7005","May","%","12.723854","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7005","May","%","2.350216","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7005","May","%","-1.454346","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7005","May","%","6.359652","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7005","May","%","6.960511","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7005","May","%","12.525151","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7006","June","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7006","June","%","8.604217","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7006","June","%","5.643824","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7006","June","%","26.437834","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7006","June","%","3.03873","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7006","June","%","4.122509","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7006","June","%","-1.650136","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7006","June","%","6.622682","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7006","June","%","15.789658","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7006","June","%","4.971625","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7006","June","%","5.074611","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7006","June","%","8.900845","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7006","June","%","7.33642","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7006","June","%","12.800473","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7006","June","%","7.504961","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7006","June","%","9.603526","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7006","June","%","12.813509","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7006","June","%","1.120406","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7006","June","%","1.051367","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7006","June","%","3.983731","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7006","June","%","7.605427","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7006","June","%","12.631579","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7007","July","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7007","July","%","7.419765","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7007","July","%","6.042206","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7007","July","%","24.285727","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7007","July","%","4.429225","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7007","July","%","2.633002","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7007","July","%","-0.797713","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7007","July","%","7.879548","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7007","July","%","15.538279","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7007","July","%","3.818613","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7007","July","%","4.338587","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7007","July","%","9.361944","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7007","July","%","8.682324","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7007","July","%","11.414533","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7007","July","%","7.699062","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7007","July","%","10.481639","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7007","July","%","13.564497","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7007","July","%","-0.666106","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7007","July","%","1.406743","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7007","July","%","4.119108","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7007","July","%","7.648605","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7007","July","%","13.226453","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7008","August","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7008","August","%","6.11481","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7008","August","%","7.209321","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7008","August","%","21.59199","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7008","August","%","5.601858","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7008","August","%","1.024628","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7008","August","%","0.002383","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7008","August","%","9.302363","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7008","August","%","13.748722","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7008","August","%","3.995697","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7008","August","%","4.098498","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7008","August","%","10.414233","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7008","August","%","8.855108","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7008","August","%","10.453781","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7008","August","%","7.52665","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7008","August","%","10.636401","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7008","August","%","13.916658","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7008","August","%","-2.022909","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7008","August","%","2.15507","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7008","August","%","4.12605","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7008","August","%","8.820346","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7008","August","%","13.973148","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7009","September","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7009","September","%","5.966976","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7009","September","%","8.886227","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7009","September","%","20.184167","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7009","September","%","4.585523","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7009","September","%","0.964017","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7009","September","%","0.333211","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7009","September","%","9.695461","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7009","September","%","12.944846","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7009","September","%","4.131144","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7009","September","%","5.370694","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7009","September","%","9.933177","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7009","September","%","9.525865","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7009","September","%","9.232032","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7009","September","%","8.213924","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7009","September","%","10.043639","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7009","September","%","13.314266","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7009","September","%","-2.140848","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7009","September","%","2.678287","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7009","September","%","3.571654","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7009","September","%","11.793478","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7009","September","%","11.746199","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7010","October","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7010","October","%","7.014404","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7010","October","%","10.651668","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7010","October","%","17.459917","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7010","October","%","3.867091","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7010","October","%","1.470337","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7010","October","%","0.943194","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7010","October","%","9.304288","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7010","October","%","13.135954","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7010","October","%","3.32401","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7010","October","%","7.458832","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7010","October","%","8.498685","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7010","October","%","10.396873","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7010","October","%","8.876501","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7010","October","%","7.603366","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7010","October","%","10.383352","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7010","October","%","12.392066","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7010","October","%","-2.140696","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7010","October","%","3.335488","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7010","October","%","3.020279","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7010","October","%","13.905486","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7010","October","","","","",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7011","November","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7011","November","%","8.492247","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7011","November","%","15.610272","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7011","November","%","11.245734","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7011","November","%","3.598055","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7011","November","%","2.373115","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7011","November","%","1.113562","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7011","November","%","8.957786","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7011","November","%","13.001008","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7011","November","%","3.293641","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7011","November","%","9.211103","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7011","November","%","7.288302","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7011","November","%","10.080319","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7011","November","%","8.627921","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7011","November","%","7.828073","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7011","November","%","11.544468","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7011","November","%","10.151526","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7011","November","%","-2.317125","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7011","November","%","4.134215","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7011","November","%","3.344636","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7011","November","%","15.96548","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7011","November","","","","",""
"CP","Consumer Price Indices","076","Brazil","2000","2000","23014","Food price inflation","7012","December","","","","",""
"CP","Consumer Price Indices","076","Brazil","2001","2001","23014","Food price inflation","7012","December","%","9.625998","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2002","2002","23014","Food price inflation","7012","December","%","19.461444","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2003","2003","23014","Food price inflation","7012","December","%","7.477252","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2004","2004","23014","Food price inflation","7012","December","%","3.866358","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2005","2005","23014","Food price inflation","7012","December","%","1.986813","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2006","2006","23014","Food price inflation","7012","December","%","1.23417","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2007","2007","23014","Food price inflation","7012","December","%","10.77076","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2008","2008","23014","Food price inflation","7012","December","%","11.119118","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2009","2009","23014","Food price inflation","7012","December","%","3.169804","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2010","2010","23014","Food price inflation","7012","December","%","10.387448","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2011","2011","23014","Food price inflation","7012","December","%","7.193353","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2012","2012","23014","Food price inflation","7012","December","%","9.862663","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2013","2013","23014","Food price inflation","7012","December","%","8.47754","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2014","2014","23014","Food price inflation","7012","December","%","8.030971","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2015","2015","23014","Food price inflation","7012","December","%","12.008075","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2016","2016","23014","Food price inflation","7012","December","%","8.610398","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2017","2017","23014","Food price inflation","7012","December","%","-1.868037","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2018","2018","23014","Food price inflation","7012","December","%","4.030612","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2019","2019","23014","Food price inflation","7012","December","%","6.388217","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2020","2020","23014","Food price inflation","7012","December","%","14.084507","Fc","Calculated data",""
"CP","Consumer Price Indices","076","Brazil","2021","2021","23014","Food price inflation","7012","December","","","","",""
